     word    |    sum_scores    |
+-------------+------------------+
|     age     |  2.38158357612   |
|   (years)   |  0.157148514157  |
|  diagnosis  |  0.152198454487  |
|    (yrs)    |  0.097286028121  |
|    onset    | 0.0838934655389  |
| gestational | 0.0769230769231  |
|   culture   | 0.0741190765492  |
|   (months)  | 0.0643127364439  |
|     days    | 0.0590961761298  |
|   surgery   | 0.0530401034929  |
|    blood    | 0.0524152106886  |
|    start    | 0.0510589941025  |
|    sample   | 0.0475086906141  |
|     time    | 0.0401034928849  |
|    (days)   |  0.03683737646   |
|    (year)   | 0.0359212050985  |
|     (in     | 0.0359212050985  |
|     diet    | 0.0318602261048  |
|    death    | 0.0318602261048  |
|    tissue   | 0.0297219558965  |
|    group    | 0.0286241920591  |
|    donor    | 0.0286241920591  |
|     (y)     | 0.0271668822768  |
|   maternal  | 0.0271216097988  |
|     (yr)    | 0.0271216097988  |
|     cell    | 0.0255164034022  |
|     day)    | 0.0255164034022  |
|   sampling  | 0.0255164034022  |
|     ffpe    | 0.0218068535826  |
|  treatment  | 0.0218068535826  |
|     draw    | 0.0201342281879  |
|   patient   | 0.0193905817175  |
|    birth)   | 0.0188679245283  |
|   epilepsy  | 0.0183727034121  |
|  experiment | 0.0105465004794  |
|   (range)   | 0.0105465004794  |
|  withdrawal | 0.0101569713758  |
|     pig     | 0.00988319856244 |
+-------------+------------------+


+--------+-----------------+
|  word  |    sum_scores   |
+--------+-----------------+
| years  |  0.118087593324 |
| days,  | 0.0995670995671 |
|  days  | 0.0983486103712 |
|  day   | 0.0951736580965 |
| weeks, | 0.0951736580965 |
| years, | 0.0873786407767 |
|  old,  | 0.0686456400742 |
|  76,   | 0.0614548909659 |
|   3    | 0.0588235294118 |
|  68,   | 0.0574276222117 |
|  65,   | 0.0529994175888 |
|  week  | 0.0529994175888 |
|  na,   | 0.0516096065406 |
|  66,   | 0.0516096065406 |
|  67,   | 0.0513472292832 |
|  28,   | 0.0506399554814 |
| weeks  | 0.0500676589986 |
|  56,   | 0.0485902819436 |
|   2    | 0.0471753057659 |
|   8    | 0.0467385721623 |
|   19   | 0.0439084724799 |
|  61,   | 0.0413898824732 |
|  54,   | 0.0384432842905 |
|  57,   | 0.0384432842905 |
|   5    | 0.0384432842905 |
|  49,   | 0.0365926814637 |
|  39,   | 0.0365358592693 |
|  64,   | 0.0364663585003 |
|  69,   | 0.0364663585003 |
|  58,   |  0.03552708212  |
|  53,   |  0.03552708212  |
|   30   | 0.0310116929334 |
| hours, | 0.0310116929334 |
|  17,   |  0.029702970297 |
|  59,   |  0.029702970297 |
|  26,   | 0.0283806343907 |
|  73,   | 0.0283806343907 |
|  48,   | 0.0261941448382 |
|  38,   | 0.0261941448382 |
|  24,   |  0.025927808846 |
|   55   | 0.0253555967842 |
|  43,   | 0.0245950809838 |
|   11   |  0.022815804118 |
|  71,   |  0.022815804118 |
|  78,   | 0.0209504343383 |
+--------+-----------------+
